filename,choma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label,person
1.wav,0.3865729868412018,0.0595177561044693,2135.770695798867,2274.4596402433813,4069.2859996448865,0.08653675426136363,-263.869873046875,114.58512878417969,-9.672595977783203,-14.768505096435547,8.153688430786133,18.473068237304688,-17.142026901245117,-0.6694333553314209,-2.9567863941192627,11.651995658874512,-30.652435302734375,-4.834400653839111,-19.152992248535156,11.301837921142578,-7.977183818817139,0.45327672362327576,-11.39660930633545,-1.6107871532440186,-4.152695655822754,-3.58439040184021,doctor,1
10.wav,0.44343453645706177,0.09533634781837463,1676.8930366883762,1790.3484283047458,3075.332919034091,0.05968128551136364,-232.19117736816406,130.6219940185547,-24.413877487182617,19.783174514770508,-1.7525112628936768,9.537320137023926,0.29011109471321106,-15.742864608764648,-5.625446319580078,8.544205665588379,-14.553421974182129,10.334545135498047,-19.013694763183594,2.9861137866973877,-2.5474724769592285,0.9263259768486023,-2.9741477966308594,0.7595579028129578,-11.157244682312012,0.9506925344467163,doctor,10
11.wav,0.34879136085510254,0.0863984003663063,1536.8078737406895,1936.0994518844877,2623.3238807091348,0.0642841045673077,-254.22650146484375,159.72525024414062,-10.039352416992188,-7.526443004608154,10.814793586730957,6.577435493469238,-10.824853897094727,7.7846527099609375,-28.453907012939453,8.069612503051758,-23.460092544555664,11.954931259155273,-15.575708389282227,13.381011962890625,-19.933027267456055,5.148318290710449,-0.9915948510169983,-14.56624984741211,-6.53638219833374,2.063163995742798,doctor,11
3.wav,0.3855975568294525,0.12228082865476608,1347.103967545404,1655.8409003667034,1978.570087139423,0.05861253004807692,-240.45643615722656,141.40826416015625,2.8954482078552246,-9.053203582763672,12.078271865844727,15.850494384765625,1.0892596244812012,9.929777145385742,-20.577150344848633,14.242518424987793,-6.453080177307129,1.1570576429367065,2.5012147426605225,-4.220262050628662,-6.069242000579834,-6.095279216766357,-6.604497909545898,-4.615306377410889,8.261639595031738,-6.092653751373291,doctor,3
4.wav,0.47017842531204224,0.059397850185632706,1823.496701208465,2212.911590901091,3401.7567027698865,0.07621626420454546,-226.93051147460938,130.66986083984375,-4.055552959442139,-3.387295722961426,18.772836685180664,28.711952209472656,-12.957916259765625,-3.198672294616699,-9.347129821777344,7.607842922210693,-3.2351441383361816,17.004491806030273,-5.879887580871582,-1.1790786981582642,-4.231681823730469,11.814797401428223,-1.6772290468215942,7.625592231750488,-15.91033935546875,7.413876056671143,doctor,4
5.wav,0.3724229335784912,0.023203955963253975,2282.9716504024545,2017.9967390723489,3956.2366832386365,0.09572531960227272,-337.5386962890625,108.9599380493164,-35.143287658691406,5.788074970245361,7.589976787567139,7.1329426765441895,-7.223550796508789,-4.483426094055176,-12.22329044342041,3.3719594478607178,-20.728174209594727,16.89557647705078,-10.812430381774902,2.967736005783081,4.3852458000183105,-4.307194232940674,-10.864096641540527,-7.563206195831299,-16.542572021484375,1.0476748943328857,doctor,5
6.wav,0.48298320174217224,0.06035510078072548,1185.2913491359502,1736.654078824283,2389.58740234375,0.034261067708333336,-303.0435791015625,159.25682067871094,5.619143009185791,1.6891556978225708,33.77055358886719,15.948878288269043,-6.060575008392334,1.2632702589035034,-7.933803081512451,20.7437801361084,1.303648591041565,13.264922142028809,2.6912765502929688,6.469503879547119,6.637789249420166,6.973644733428955,0.5009685158729553,2.696993350982666,5.628352642059326,11.34712028503418,doctor,6
7.wav,0.3725677728652954,0.11004415154457092,1692.933616121977,1810.7884556780816,2790.5073686079545,0.058638139204545456,-216.79322814941406,123.87848663330078,-14.199786186218262,33.253787994384766,23.101011276245117,-2.9578940868377686,-5.04465913772583,-10.686565399169922,9.040201187133789,11.406604766845703,-6.529697895050049,-2.563117265701294,-4.546238899230957,-2.44673752784729,2.6902999877929688,4.923654556274414,-8.196568489074707,-0.7218213081359863,-3.4320449829101562,-2.963977575302124,doctor,7
9.wav,0.34879136085510254,0.0863984003663063,1536.8078737406895,1936.0994518844877,2623.3238807091348,0.0642841045673077,-254.22650146484375,159.72525024414062,-10.039352416992188,-7.526443004608154,10.814793586730957,6.577435493469238,-10.824853897094727,7.7846527099609375,-28.453907012939453,8.069612503051758,-23.460092544555664,11.954931259155273,-15.575708389282227,13.381011962890625,-19.933027267456055,5.148318290710449,-0.9915948510169983,-14.56624984741211,-6.53638219833374,2.063163995742798,doctor,9
1.wav,0.2670849561691284,0.09720521420240402,2263.950293338084,2628.4306554303544,5744.580078125,0.08978949652777778,-277.789306640625,82.83991241455078,-0.24893270432949066,-44.59415817260742,-8.371651649475098,5.466965675354004,-18.59946060180664,2.508401870727539,-31.237632751464844,0.6575819849967957,-2.851792097091675,-13.132715225219727,-25.19321632385254,15.537044525146484,-13.509719848632812,-16.585634231567383,0.26325443387031555,-12.42556095123291,-16.475223541259766,3.7780542373657227,hello,1
